University,Department,Name,Position,Link,Email,Research Focus
Berkeley,Division of Electrical Engineering (EECS),Jonathan Shewchuk,,https://vcresearch.berkeley.edu/faculty/jonathan-shewchuk,,
Berkeley,Dept of Industrial Engineering & Operations Research,Ikhlaq Sidhu,,https://vcresearch.berkeley.edu/faculty/ikhlaq-sidhu,,
Berkeley,Dept of Nuclear Engineering,Daniel Siefman,,https://vcresearch.berkeley.edu/faculty/daniel-siefman,,
Berkeley,Dept of Civil and Environmental Engineering,Nicholas Sitar,,https://vcresearch.berkeley.edu/faculty/nicholas-sitar,,
Berkeley,Dept of Civil and Environmental Engineering,Alex Skabardonis,,https://vcresearch.berkeley.edu/faculty/alex-skabardonis,,
Berkeley,Dept of Civil and Environmental Engineering,Kenichi Soga,,https://vcresearch.berkeley.edu/faculty/kenichi-soga,,
Berkeley,Dept of Mechanical Engineering,Lydia Sohn,,https://vcresearch.berkeley.edu/faculty/lydia-sohn,,
Berkeley,Division of Electrical Engineering (EECS),Somayeh Sojoudi,,https://vcresearch.berkeley.edu/faculty/somayeh-sojoudi,,
Berkeley,Division of Electrical Engineering (EECS),Costas J. Spanos,,https://vcresearch.berkeley.edu/faculty/costas-spanos,,
Berkeley,Dept of Mechanical Engineering,Koushil Sreenath,,https://vcresearch.berkeley.edu/faculty/koushil-sreenath,,
Berkeley,Dept of Civil and Environmental Engineering,Mark Stacey,,https://vcresearch.berkeley.edu/faculty/mark-stacey,,
Berkeley,Dept of Mechanical Engineering,David J. Steigmann,,https://vcresearch.berkeley.edu/faculty/david-steigmann,,
Berkeley,Division of Electrical Engineering (EECS),Vladimir Stojanovic,,https://vcresearch.berkeley.edu/faculty/vladimir-stojanovic,,
Berkeley,Dept of Bioengineering,Aaron Streets,,https://vcresearch.berkeley.edu/faculty/aaron-streets,,
Berkeley,Dept of Mechanical Engineering,Hannah Stuart,,https://vcresearch.berkeley.edu/faculty/hannah-stuart,,
Berkeley,Dept of Nuclear Engineering,Guanyu Su,,https://vcresearch.berkeley.edu/faculty/guanyu-su,,
Berkeley,Dept of Mechanical Engineering,Hayden Taylor,,https://vcresearch.berkeley.edu/faculty/hayden-taylor,,
